Filename,Step,Element,X,Y,Z,Fx,Fy,Fz,SCF_Energy,ImaginaryFrequency,ErrorTermination
,19.0,O,4.846112,0.556552,0.942467,3.891e-06,-3.804e-06,-3.713e-06,,,
,19.0,C,4.406448,1.694181,0.241972,-1.5555e-05,-2.46e-07,1.0964e-05,,,
,19.0,C,3.102339,2.182602,0.31405,9.58e-06,-1.847e-06,-1.6443e-05,,,
,19.0,C,2.773826,3.358183,-0.339835,6.348e-06,7.48e-07,1.2952e-05,,,
,19.0,C,3.73237,4.058474,-1.056398,-1.3868e-05,1.04e-07,-2.639e-06,,,
,19.0,C,5.032033,3.577807,-1.116801,8.135e-06,8.56e-07,-1.1169e-05,,,
,19.0,C,5.372856,2.40122,-0.472091,4.629e-06,2.07e-07,1.0029e-05,,,
,19.0,C,3.264874,-0.964368,-0.178005,8.972e-06,-8.393e-06,-2.587e-06,,,
,19.0,H,-7.84518,2.233627,1.874294,-7.9e-07,-6.45e-07,-5e-07,,,
,19.0,H,-7.004203,0.927085,1.042222,-7.07e-07,2.403e-06,-1.663e-06,,,
,19.0,H,-7.696621,2.256664,0.116833,-4.79e-07,1.76e-07,-2.24e-07,,,
,19.0,H,-5.380484,2.567751,2.120272,-9.48e-07,1.15e-07,2.423e-06,,,
,19.0,H,-6.110279,3.866113,1.179734,-1.177e-06,-2.176e-06,-1.35e-07,,,
,19.0,H,-3.683849,1.932916,-1.987598,-6.7e-07,-5.28e-07,8.51e-07,,,
,19.0,H,-2.36111,-0.092291,-2.334908,1.196e-06,1.875e-06,1.14e-07,,,
,19.0,H,-3.420092,-1.424686,1.589468,1.64e-07,-1.597e-06,-1.733e-06,,,
,19.0,H,-4.725587,0.566557,1.93163,-2.268e-06,-4.72e-07,-1.892e-06,,,
,19.0,H,-1.566928,-2.719879,1.454827,-1.336e-06,-2.693e-06,8.29e-07,,,
,19.0,H,-1.329283,-4.048104,0.32977,5.2e-08,1.39e-07,-6.47e-07,,,
,19.0,H,-2.960521,-3.539186,0.749796,6.4e-08,1.423e-06,-2.522e-06,,,
,19.0,H,-3.474735,-3.283488,-1.747579,-9.8e-07,1.214e-06,-2.62e-07,,,
,19.0,H,-1.836534,-3.840447,-2.0859,3.49e-07,1.89e-07,5.18e-07,,,
,19.0,H,-2.414768,-2.332752,-2.781657,-1e-07,7.16e-07,2.731e-06,,,
,19.0,H,-0.383584,-1.102427,-1.745742,1.183e-06,6.44e-07,-2.191e-06,,,
,19.0,H,-0.081349,-1.225393,-0.009799,-6.11e-07,1.007e-06,3.8e-08,,,
,19.0,H,2.200146,-3.5084,-1.738776,-7.3e-08,-1.46e-06,-8.3e-08,,,
,19.0,H,1.793639,-1.841357,-2.162789,-2.702e-06,4.524e-06,1.569e-06,,,
,19.0,H,1.756561,-3.697778,1.11345,4.3e-08,-6.99e-07,-1.66e-07,,,
,19.0,H,2.992986,-2.948254,3.1174,-6.12e-07,4.39e-07,-7.97e-07,,,
,19.0,H,4.411589,-0.915997,3.009643,2.47e-07,-5.88e-07,5.31e-07,,,
,19.0,H,2.353653,1.641172,0.875768,-1.835e-06,1.39e-07,6.63e-07,,,
,19.0,H,1.759013,3.732408,-0.284265,-4.04e-07,4.3e-08,-4.14e-07,,,
,19.0,H,3.467915,4.976794,-1.563434,1.234e-06,-2.57e-07,9.5e-07,,,
,19.0,H,5.786032,4.122142,-1.671792,-2.67e-07,2.3e-08,1.905e-06,,,
,19.0,H,6.38365,2.017313,-0.508708,1.96e-07,7.8e-08,-8.28e-07,,,
,19.0,H,3.347735,-0.404286,-1.099383,-1.058e-06,9.03e-07,8.31e-07,,,
,,,,,,,,,,,
Etofenprox_rdkit_conf_2.log,26.0,C,2.670468,5.230865,0.889415,4.117e-06,6.857e-06,-3.4e-06,-1172.97367394,0.0,False
,26.0,C,1.610533,4.137024,1.128055,-4.49e-06,1.882e-06,5.221e-06,,,
,26.0,O,0.721178,4.148144,0.00133,5.046e-06,-8.281e-06,-9.129e-06,,,
,26.0,C,-0.315406,3.210516,0.05844,-5.93e-06,6.748e-06,1.918e-06,,,
,26.0,C,-1.188229,3.225984,-1.03222,-8.27e-07,-5.845e-06,9.321e-06,,,
,26.0,C,-2.255242,2.353078,-1.0957,4.088e-06,2.584e-06,-1.0549e-05,,,
,26.0,C,-2.500951,1.429604,-0.079402,-3.538e-06,8.645e-06,2.03e-07,,,
,26.0,C,-1.621024,1.424205,0.997368,6.011e-06,-4.648e-06,1.148e-06,,,
,26.0,C,-0.543681,2.292488,1.078972,2.319e-06,-3.043e-06,6.5e-07,,,
,26.0,C,-3.696566,0.44258,-0.108712,-9.11e-07,5.188e-06,4.489e-06,,,
,26.0,C,-4.575342,0.613036,-1.374255,-2.917e-06,-1.777e-06,-8.41e-07,,,
,26.0,C,-4.592615,0.660344,1.142883,-8.37e-07,-3.833e-06,6.29e-07,,,
,26.0,C,-3.163515,-1.025159,-0.085722,-5.167e-06,-1.954e-06,7.98e-06,,,
,26.0,O,-2.321155,-1.224587,-1.232005,1.0492e-05,5.005e-06,-6.872e-06,,,
,26.0,C,-1.89967,-2.595376,-1.316693,3.926e-06,-9.725e-06,-3.256e-06,,,
,26.0,C,-0.884505,-3.006606,-0.23465,-9.499e-06,2.875e-06,-1.616e-06,,,
,26.0,C,-1.069805,-4.159534,0.517634,-1.723e-06,-5.5e-08,-6.184e-06,,,
,26.0,C,-0.139878,-4.524834,1.480027,5.218e-06,2.527e-06,1.927e-06,,,
,26.0,C,0.982589,-3.747398,1.698358,4.7e-08,-4.312e-06,4.423e-06,,,
,26.0,C,1.178492,-2.590559,0.943746,-1.2009e-05,3.734e-06,-8.034e-06,,,
,26.0,O,2.291939,-1.79753,1.276529,1.4859e-05,-8.38e-07,7.711e-06,,,
,26.0,C,3.020828,-1.279088,0.191845,-1.0927e-05,-3.56e-06,-8.137e-06,,,
,26.0,C,3.602656,-0.025542,0.380141,2.626e-06,4.499e-06,1.197e-06,,,
,26.0,C,4.403287,0.520508,-0.607415,-6.28e-07,-2.448e-06,3.744e-06,,,
,26.0,C,4.632342,-0.173414,-1.786727,-1.76e-07,1.244e-06,-1.648e-06,,,
,26.0,C,4.060488,-1.422787,-1.969178,-1.033e-06,-4.029e-06,-2.641e-06,,,
,26.0,C,3.260961,-1.983542,-0.986865,6.496e-06,7.734e-06,2.757e-06,,,
,26.0,C,0.23996,-2.219449,-0.015311,1.304e-06,-6.705e-06,9.921e-06,,,
,26.0,H,3.221207,5.028879,-0.023968,-1.75e-07,-1.511e-06,-1.352e-06,,,
,26.0,H,2.195424,6.202801,0.799727,-2.123e-06,9.42e-07,9.11e-07,,,
,26.0,H,3.368393,5.257593,1.720794,1.412e-06,-4.58e-07,9.91e-07,,,
,26.0,H,1.070212,4.341627,2.059504,9.4e-08,7.85e-07,6.89e-07,,,
,26.0,H,2.100912,3.162624,1.233953,-1.097e-06,-3.467e-06,-1.91e-07,,,
,26.0,H,-1.011373,3.937342,-1.82752,-1.605e-06,-1.56e-07,9.21e-07,,,
,26.0,H,-2.902519,2.40149,-1.958941,-1.483e-06,7.52e-07,-5.62e-07,,,
,26.0,H,-1.76745,0.724656,1.809278,1.57e-06,1.423e-06,-4.69e-07,,,
,26.0,H,0.104652,2.241695,1.939491,1.8e-08,-3.08e-07,1.881e-06,,,
,26.0,H,-4.984885,1.61595,-1.433176,-2.185e-06,1.185e-06,-3.36e-07,,,
,26.0,H,-5.403907,-0.087286,-1.337983,-1.25e-07,1.176e-06,-1.222e-06,,,
,26.0,H,-4.002396,0.41295,-2.27314,-5.61e-07,1.04e-07,-7.67e-07,,,
,26.0,H,-4.038056,0.493,2.059916,9.97e-07,1.95e-06,1.297e-06,,,
,26.0,H,-5.435432,-0.024115,1.126517,-1.14e-07,3.36e-07,2.5e-08,,,
,26.0,H,-4.978219,1.675025,1.158006,-1.191e-06,1.459e-06,1.362e-06,,,
,26.0,H,-4.015022,-1.715722,-0.105431,-1.499e-06,-2.932e-06,9e-07,,,
,26.0,H,-2.614703,-1.21149,0.843314,2.605e-06,-3.37e-07,-5.53e-07,,,
,26.0,H,-1.432819,-2.699475,-2.302599,3.393e-06,-2.47e-07,-2.56e-06,,,
,26.0,H,-2.757268,-3.276673,-1.283851,-2.138e-06,7.43e-07,1.508e-06,,,
,26.0,H,-1.944359,-4.774826,0.352759,6.98e-07,1.066e-06,-6.2e-07,,,
,26.0,H,-0.292404,-5.423969,2.064083,6.12e-07,2.15e-07,-1.204e-06,,,
,26.0,H,1.714115,-4.017762,2.448032,7.62e-07,-9.04e-07,-2.18e-07,,,
,26.0,H,3.419518,0.502375,1.306304,-7.47e-07,2.086e-06,1.716e-06,,,
,26.0,H,4.850402,1.49532,-0.456849,-8.54e-07,-5.89e-07,-1.12e-07,,,
,26.0,H,5.256025,0.256892,-2.558782,-7.44e-07,-1.271e-06,-7.5e-08,,,
,26.0,H,4.241106,-1.971986,-2.884993,-3.03e-07,-5.29e-07,-3.09e-07,,,
,26.0,H,2.821226,-2.960378,-1.132196,5.85e-07,1.248e-06,-1.56e-06,,,
,26.0,H,0.384869,-1.316415,-0.593284,-1.739e-06,-1.229e-06,-1.023e-06,,,
,,,,,,,,,,,
Etofenprox_rdkit_conf_20.log,25.0,C,-10.092922,-0.767531,-0.592369,2.87e-07,3.75e-07,1.166e-06,-1172.97377186,0.0,False
,25.0,C,-8.653224,-1.069767,-0.131272,2.562e-06,-8.78e-07,1.91e-07,,,
,25.0,O,-7.809394,-0.030151,-0.649461,7.73e-07,8.25e-07,6.6e-07,,,
,25.0,C,-6.455175,-0.150781,-0.321816,-5.566e-06,1.68e-06,2.007e-06,,,
,25.0,C,-5.875754,-1.161593,0.439968,1.506e-06,-6.79e-07,-1.458e-06,,,
,25.0,C,-4.511537,-1.147106,0.681939,-1.096e-06,1.067e-06,-3.061e-06,,,
,25.0,C,-3.677711,-0.148819,0.188742,4.96e-07,-4.94e-06,4.435e-06,,,
,25.0,C,-4.274435,0.856106,-0.572557,3.569e-06,8.05e-07,-1.857e-06,,,
,25.0,C,-5.631753,0.859036,-0.82455,-2.258e-06,1.53e-07,-4.27e-07,,,
,25.0,C,-2.159231,-0.199084,0.500614,1.015e-06,7e-09,-1.862e-06,,,
,25.0,C,-1.933836,-0.150899,2.037444,2.7e-07,-1.237e-06,-1.076e-06,,,
,25.0,C,-1.546444,-1.50626,-0.074408,-3.54e-07,3.49e-07,-3.52e-07,,,
,25.0,C,-1.404166,1.008589,-0.134513,-1.274e-06,-7.47e-07,2.399e-06,,,
,25.0,O,-0.011197,0.897228,0.197644,9.1e-07,8.45e-07,-4.91e-07,,,
,25.0,C,0.708005,2.004284,-0.364727,-1.041e-06,1.122e-06,6.78e-07,,,
,25.0,C,2.197217,1.871535,-0.016592,-4e-09,-1.241e-06,-6.61e-07,,,
,25.0,C,2.979691,3.004292,0.179284,-4.66e-07,-1.066e-06,1.019e-06,,,
,25.0,C,4.327707,2.878203,0.473971,4.43e-07,2.02e-07,8.19e-07,,,
,25.0,C,4.913914,1.628896,0.580068,7.41e-07,-9.77e-07,6.95e-07,,,
,25.0,C,4.136592,0.489779,0.374803,-5.93e-07,1.348e-06,-4.308e-06,,,
,25.0,O,4.624706,-0.818439,0.546551,1.669e-06,1.7e-07,2.388e-06,,,
,25.0,C,5.909752,-1.062986,0.030741,-3.287e-06,-1.728e-06,-1.5e-06,,,
,25.0,C,6.730841,-1.910567,0.773388,1.103e-06,1e-07,-2.93e-07,,,
,25.0,C,7.977186,-2.265818,0.287172,4.6e-08,-1.19e-06,2.66e-07,,,
,25.0,C,8.415088,-1.782897,-0.937102,8.4e-07,1.516e-06,-9.13e-07,,,
,25.0,C,7.594772,-0.945972,-1.67813,2.05e-07,2.84e-07,7.23e-07,,,
,25.0,C,6.343575,-0.586705,-1.206011,4.24e-07,7.95e-07,5.13e-07,,,
,25.0,C,2.780914,0.616073,0.080114,2.39e-07,4.4e-08,8.8e-07,,,
,25.0,H,-10.414961,0.197614,-0.213995,1.8e-07,-4.4e-07,1.27e-07,,,
,25.0,H,-10.768276,-1.53242,-0.221155,5.95e-07,-3.15e-07,-4.27e-07,,,
,25.0,H,-10.145512,-0.750065,-1.676485,3.71e-07,2.85e-07,-1.75e-07,,,
,25.0,H,-8.613439,-1.100893,0.963633,-6e-09,-2.16e-07,-5.34e-07,,,
,25.0,H,-8.3429,-2.0524,-0.50477,1.15e-07,-1.54e-07,-5.93e-07,,,
,25.0,H,-6.471215,-1.962492,0.849245,-1.247e-06,8.3e-08,-2.78e-07,,,
,25.0,H,-4.094724,-1.947989,1.277661,7.9e-08,1.364e-06,-2.52e-07,,,
,25.0,H,-3.682606,1.660011,-0.984577,6.12e-07,9.71e-07,8.2e-08,,,
,25.0,H,-6.079032,1.645791,-1.416867,1.49e-07,-1.68e-07,1.52e-07,,,
,25.0,H,-2.371517,-1.016825,2.522079,5.79e-07,-0.0,7.56e-07,,,
,25.0,H,-0.870395,-0.136356,2.253347,-6.19e-07,4.5e-07,2.3e-07,,,
,25.0,H,-2.383467,0.74218,2.46082,5.7e-08,6.6e-08,1.51e-07,,,
,25.0,H,-1.988601,-2.380329,0.3912,-1.085e-06,-3.24e-07,-4.15e-07,,,
,25.0,H,-0.476934,-1.523872,0.108235,-7.8e-08,-1.63e-07,5e-07,,,
,25.0,H,-1.714187,-1.567255,-1.145481,-3e-09,1.88e-07,3.6e-08,,,
,25.0,H,-1.538462,1.005376,-1.222081,-3.34e-07,-8.5e-08,4.84e-07,,,
,25.0,H,-1.814133,1.949532,0.249155,2.33e-07,7.54e-07,1.09e-07,,,
,25.0,H,0.327459,2.959184,0.017916,2.12e-07,2.16e-07,-7.21e-07,,,
,25.0,H,0.589366,2.027259,-1.457813,-6.13e-07,4.1e-08,3.3e-08,,,
,25.0,H,2.533577,3.987036,0.105619,3.51e-07,2.28e-07,2.52e-07,,,
,25.0,H,4.929671,3.764667,0.63134,-2.87e-07,2.57e-07,1.04e-07,,,
,25.0,H,5.964325,1.532862,0.817194,-2.03e-07,2.44e-07,-1.9e-07,,,
,25.0,H,6.37613,-2.282953,1.725198,-2.7e-07,2.3e-08,0.0,,,
,25.0,H,8.611732,-2.92277,0.869047,-2.7e-07,3.8e-08,1.3e-08,,,
,25.0,H,9.390706,-2.059814,-1.313639,-9.4e-08,-6e-09,3.53e-07,,,
,25.0,H,7.929328,-0.571159,-2.637544,1.66e-07,-1.26e-07,6e-09,,,
,25.0,H,5.704579,0.062841,-1.788214,5.8e-08,-2.73e-07,-1.04e-07,,,
,25.0,H,2.186178,-0.275935,-0.062149,1.94e-07,6e-08,-2.8e-07,,,
,,,,,,,,,,,
Etofenprox_rdkit_conf_21.log,17.0,C,-10.000572,-2.059204,-0.174384,-8.42e-06,-1.444e-06,3e-07,-1172.97403636,0.0,False
,17.0,C,-8.464286,-1.932285,-0.192205,-8.67e-07,-1.5e-06,-2.395e-06,,,
,17.0,O,-8.145542,-0.546186,0.003802,7.751e-06,4.392e-06,3.722e-06,,,
,17.0,C,-6.778859,-0.251395,0.015131,-4.908e-06,1.5506e-05,-1.1306e-05,,,
,17.0,C,-6.467915,1.102677,0.207455,1.8391e-05,-9.27e-06,4.056e-06,,,
,17.0,C,-5.159535,1.52132,0.238393,-2.0275e-05,1.905e-06,2.137e-06,,,
,17.0,C,-4.094741,0.623091,0.080883,1.295e-05,1.0171e-05,-1.4212e-05,,,
,17.0,C,-4.418367,-0.709441,-0.108034,3.445e-06,-1.0084e-05,7.204e-06,,,
,17.0,C,-5.737756,-1.153126,-0.142376,-7.207e-06,-1.0481e-05,6.444e-06,,,
,17.0,C,-2.639455,1.156355,0.125046,-2.972e-06,3.275e-06,1.041e-06,,,
,17.0,C,-2.423767,2.191296,-1.013904,4.32e-07,2.23e-07,3.755e-06,,,
,17.0,C,-2.365754,1.829302,1.498792,8.32e-07,-4.938e-06,-1.732e-06,,,
,17.0,C,-1.602285,0.007141,-0.063352,-6.942e-06,-1.27e-07,-2.91e-07,,,
,17.0,O,-0.28333,0.573172,-0.008701,3.496e-06,-5.44e-07,-8.67e-07,,,
,17.0,C,0.693364,-0.466191,-0.16694,5.03e-07,5.508e-06,9.2e-07,,,
,17.0,C,2.099767,0.147167,-0.116298,5.999e-06,-5.667e-06,2.536e-06,,,
,17.0,C,2.326439,1.431843,-0.598056,-8.316e-06,4.092e-06,2.68e-07,,,
,17.0,C,3.601233,1.9735,-0.561729,8.379e-06,3.962e-06,-6.658e-06,,,
,17.0,C,4.665623,1.246488,-0.056158,-7.032e-06,-7.242e-06,6.171e-06,,,
,17.0,C,4.44703,-0.047435,0.41334,3.722e-06,9.271e-06,-1.3967e-05,,,
,17.0,O,5.445484,-0.8293,1.022477,7.484e-06,-6.469e-06,1.5209e-05,,,
,17.0,C,6.71213,-0.784869,0.413156,-1.4748e-05,-4.003e-06,-1.0536e-05,,,
,17.0,C,6.900473,-0.830882,-0.967786,1.1541e-05,5.025e-06,3.87e-06,,,
,17.0,C,8.185088,-0.870335,-1.483159,-7.462e-06,-2.337e-06,-1.662e-06,,,
,17.0,C,9.28451,-0.8751,-0.638239,4.561e-06,-3.348e-06,-1.372e-06,,,
,17.0,C,9.095268,-0.841801,0.735371,-4.029e-06,3.704e-06,4.734e-06,,,
,17.0,C,7.816649,-0.796967,1.263866,1.384e-06,3.41e-06,1.448e-06,,,
,17.0,C,3.16322,-0.587848,0.388477,-3.252e-06,-6.44e-07,3.09e-06,,,
,17.0,H,-10.287595,-3.096224,-0.319869,-5.97e-07,4.27e-07,-1.38e-07,,,
,17.0,H,-10.395917,-1.716489,0.776735,1.516e-06,8.24e-07,-5.88e-07,,,
,17.0,H,-10.437333,-1.460325,-0.967457,1.561e-06,8.93e-07,-2.31e-07,,,
,17.0,H,-8.073214,-2.295006,-1.149753,8.87e-07,-1.173e-06,7.67e-07,,,
,17.0,H,-8.031643,-2.552211,0.601462,1.548e-06,-9.38e-07,1.036e-06,,,
,17.0,H,-7.278905,1.807806,0.330584,-5.58e-07,-1.705e-06,3.99e-07,,,
,17.0,H,-4.956506,2.573007,0.388786,-5e-09,-1.818e-06,2.969e-06,,,
,17.0,H,-3.644023,-1.451364,-0.235642,-1.372e-06,3.908e-06,-1.7e-07,,,
,17.0,H,-5.927677,-2.204128,-0.292832,9.98e-07,1.721e-06,-1.164e-06,,,
,17.0,H,-2.632661,1.743603,-1.98085,-5.53e-07,7e-07,-5.26e-07,,,
,17.0,H,-1.3948,2.535755,-1.009135,1.315e-06,2.12e-07,-1.189e-06,,,
,17.0,H,-3.073899,3.050107,-0.887241,-1.809e-06,-1.074e-06,-1.221e-06,,,
,17.0,H,-3.008915,2.690173,1.64542,5e-08,1.669e-06,5.84e-07,,,
,17.0,H,-1.33288,2.158588,1.548243,6.51e-07,3.89e-07,-4.21e-07,,,
,17.0,H,-2.542543,1.127988,2.308647,-2.11e-07,9.59e-07,-3.15e-07,,,
,17.0,H,-1.764252,-0.490473,-1.026184,-4.28e-07,-2.55e-07,1.572e-06,,,
,17.0,H,-1.728646,-0.743312,0.724982,6.4e-07,-1.669e-06,-5.87e-07,,,
,17.0,H,0.596341,-1.223861,0.620195,5.08e-07,-2.06e-06,-4.72e-07,,,
,17.0,H,0.555152,-0.98318,-1.12773,-6.85e-07,-1.919e-06,-9e-09,,,
,17.0,H,1.499487,2.007109,-0.99115,-1.55e-07,-1.73e-07,-4.9e-07,,,
,17.0,H,3.769908,2.978273,-0.929208,1.014e-06,-1.43e-06,1.77e-07,,,
,17.0,H,5.658418,1.673377,-0.026259,2.811e-06,1.721e-06,-3.31e-07,,,
,17.0,H,6.045021,-0.83106,-1.629173,-2.574e-06,-1.363e-06,2.74e-07,,,
,17.0,H,8.327275,-0.902345,-2.556306,-1.603e-06,9.18e-07,7.54e-07,,,
,17.0,H,10.284844,-0.907259,-1.048873,7.61e-07,2.61e-07,-1.492e-06,,,
,17.0,H,9.949818,-0.848853,1.400581,3.46e-07,-1.622e-06,-1.808e-06,,,
,17.0,H,7.655349,-0.773901,2.333395,1.686e-06,-1.215e-06,-2.27e-07,,,
,17.0,H,3.011882,-1.5871,0.774284,-1.79e-07,1.467e-06,9.39e-07,,,
,,,,,,,,,,,
Etofenprox_rdkit_conf_22.log,22.0,C,6.621362,0.397187,2.877957,-3.81e-07,1.393e-06,-7.1e-08,-1172.97069714,0.0,False
,22.0,C,6.79408,0.998669,1.463569,1.717e-06,-1.749e-06,-1.735e-06,,,
,22.0,O,5.578136,1.537527,0.921494,-2.638e-06,2.753e-06,4.727e-06,,,
,22.0,C,4.635231,0.604238,0.474375,3.077e-06,-3.094e-06,-8.308e-06,,,
,22.0,C,3.387404,1.143895,0.153101,2.68e-07,-8.9e-08,3.88e-07,,,
,22.0,C,2.372469,0.344428,-0.333218,-1.112e-06,2.099e-06,2.418e-06,,,
,22.0,C,2.554108,-1.02514,-0.520057,-2.332e-06,-6.172e-06,8.48e-07,,,
,22.0,C,3.802811,-1.547903,-0.200948,2.121e-06,2.521e-06,-1.164e-06,,,
,22.0,C,4.833684,-0.760991,0.286858,-2.044e-06,1.251e-06,5.616e-06,,,
,22.0,C,1.440802,-1.963398,-1.05297,1.88e-07,2.32e-06,1.82e-06,,,
,22.0,C,1.892665,-2.61552,-2.388885,9.44e-07,-1.119e-06,1.068e-06,,,
,22.0,C,1.148237,-3.073815,-0.004056,7.74e-07,3.189e-06,1.98e-07,,,
,22.0,C,0.095611,-1.215833,-1.307817,1.89e-06,2.824e-06,-3.564e-06,,,
,22.0,O,0.260188,-0.253979,-2.361816,-1.816e-06,1.949e-06,3.997e-06,,,
,22.0,C,-1.009772,0.305668,-2.741858,1.567e-06,-4.607e-06,-1.803e-06,,,
,22.0,C,-1.60732,1.262018,-1.694249,-6.53e-06,4.758e-06,4.33e-06,,,
,22.0,C,-0.957433,2.457164,-1.395892,7.3e-07,-2.927e-06,-7.275e-06,,,
,22.0,C,-1.488636,3.326677,-0.458703,4.882e-06,-1.525e-06,3.52e-06,,,
,22.0,C,-2.670451,3.016691,0.195185,-4.031e-06,3.054e-06,4.254e-06,,,
,22.0,C,-3.324157,1.822045,-0.093223,-5.9e-07,1.568e-06,-1.1261e-05,,,
,22.0,O,-4.565023,1.608323,0.53429,2e-07,-7.16e-07,2.321e-06,,,
,22.0,C,-4.809112,0.293271,0.96915,-7.439e-06,-4.953e-06,-6.04e-07,,,
,22.0,C,-6.114431,-0.178039,0.835346,4.059e-06,-1.336e-06,-2.013e-06,,,
,22.0,C,-6.449049,-1.431416,1.318212,1.863e-06,3.59e-06,2.537e-06,,,
,22.0,C,-5.491681,-2.222673,1.935721,-5.663e-06,-6.9e-07,1.54e-07,,,
,22.0,C,-4.195698,-1.749803,2.074717,5.013e-06,-2.327e-06,-2.47e-06,,,
,22.0,C,-3.848533,-0.495874,1.600713,1.553e-06,6.772e-06,3.033e-06,,,
,22.0,C,-2.791846,0.950242,-1.04379,6.306e-06,-5.154e-06,5.091e-06,,,
,22.0,H,7.588074,0.084003,3.260138,1.68e-07,-1.78e-07,1.64e-07,,,
,22.0,H,6.205926,1.140459,3.551158,3.46e-07,-6.89e-07,-2.4e-07,,,
,22.0,H,5.960085,-0.462646,2.863467,2.63e-07,-8.87e-07,3.44e-07,,,
,22.0,H,7.249326,0.2657,0.790676,1.51e-07,2.38e-07,-6.91e-07,,,
,22.0,H,7.476829,1.851586,1.522371,2.87e-07,7.13e-07,-3.76e-07,,,
,22.0,H,3.232866,2.205608,0.289849,-1.4e-07,-1.71e-07,9.8e-08,,,
,22.0,H,1.427773,0.805287,-0.581053,1.05e-06,1.067e-06,-9.72e-07,,,
,22.0,H,3.993354,-2.604529,-0.332394,-7.81e-07,8.29e-07,-2.3e-07,,,
,22.0,H,5.77934,-1.225873,0.516295,-8.12e-07,8.1e-08,-2.29e-07,,,
,22.0,H,2.803664,-3.188279,-2.252629,-7.27e-07,2.54e-07,-2.3e-08,,,
,22.0,H,1.122367,-3.285185,-2.759517,-5.6e-08,-2.63e-07,-8.02e-07,,,
,22.0,H,2.072351,-1.851249,-3.13807,1.8e-07,1.36e-07,4.09e-07,,,
,22.0,H,2.032268,-3.67259,0.184913,1.464e-06,-6.1e-08,-2.18e-07,,,
,22.0,H,0.825512,-2.63679,0.936172,1.55e-07,-1.34e-07,9e-08,,,
,22.0,H,0.363915,-3.734123,-0.361571,4.51e-07,-3.93e-07,-3.13e-07,,,
,22.0,H,-0.247207,-0.739047,-0.38317,-1.08e-06,6.2e-08,1.362e-06,,,
,22.0,H,-0.659396,-1.959608,-1.58657,1.577e-06,-1.257e-06,-8.58e-07,,,
,22.0,H,-1.734496,-0.48416,-2.968249,-5.98e-07,1.45e-07,-6.02e-07,,,
,22.0,H,-0.820481,0.860643,-3.666472,-2.345e-06,-1.336e-06,-1.544e-06,,,
,22.0,H,-0.03551,2.705535,-1.905142,-3.98e-07,-4.66e-07,3.74e-07,,,
,22.0,H,-0.980062,4.256089,-0.23395,-7.96e-07,2.28e-07,-2.64e-07,,,
,22.0,H,-3.099424,3.690146,0.925047,3.96e-07,-4.89e-07,-7.16e-07,,,
,22.0,H,-6.852483,0.450305,0.354801,-5.44e-07,3.3e-08,1.75e-07,,,
,22.0,H,-7.463905,-1.793641,1.210013,-7.6e-08,-5.39e-07,-4.42e-07,,,
,22.0,H,-5.755183,-3.202908,2.309944,3.76e-07,-2.4e-08,4.4e-08,,,
,22.0,H,-3.446096,-2.360923,2.562104,-1.73e-07,4.1e-08,4.4e-08,,,
,22.0,H,-2.838303,-0.127656,1.715047,-3.1e-08,-7.32e-07,-2.2e-07,,,
,22.0,H,-3.309582,0.02814,-1.270377,-8.82e-07,2.12e-07,-4.15e-07,,,
,,,,,,,,,,,
Etofenprox_rdkit_conf_23.log,22.0,C,6.89234,2.939848,0.204681,2.036e-06,5.2e-07,1.878e-06,-1172.9718556,0.0,False
,22.0,C,5.745334,3.111166,-0.818589,6.3e-08,3.25e-07,-1.833e-06,,,
,22.0,O,4.440138,2.939362,-0.244227,6.79e-06,8.23e-07,-1.047e-06,,,
,22.0,C,4.058733,1.622312,0.036685,-9.158e-06,1.592e-05,1.3348e-05,,,
,22.0,C,4.703759,0.460568,-0.362713,5.427e-06,-1.3951e-05,-8.776e-06,,,
,22.0,C,4.173614,-0.782184,-0.030664,4.87e-07,-7.46e-07,2.017e-06,,,
,22.0,C,3.002594,-0.913208,0.697094,3.596e-06,2.692e-06,1.261e-06,,,
,22.0,C,2.361359,0.268615,1.08948,8.02e-07,-4.221e-06,-4.1e-06,,,
,22.0,C,2.870616,1.505583,0.771306,1.236e-06,2.095e-06,-1.933e-06,,,
,22.0,C,2.393387,-2.285939,1.081866,2.101e-06,-3.969e-06,-1.257e-06,,,
,22.0,C,3.260564,-3.476375,0.598739,1.606e-06,2.542e-06,-1.576e-06,,,
,22.0,C,2.241558,-2.385234,2.625735,1.444e-06,-2.089e-06,6.861e-06,,,
,22.0,C,0.978915,-2.422978,0.434086,-8.185e-06,-2.546e-06,-4.926e-06,,,
,22.0,O,1.119165,-2.328962,-0.992145,5.048e-06,4.845e-06,-1.039e-06,,,
,22.0,C,-0.156143,-2.47922,-1.63549,4.48e-07,-6.44e-06,1.356e-06,,,
,22.0,C,-1.08198,-1.260121,-1.470722,-1.989e-06,3.727e-06,7.88e-07,,,
,22.0,C,-0.569019,0.026162,-1.614959,1.847e-06,-3.275e-06,-4.562e-06,,,
,22.0,C,-1.401315,1.125446,-1.493554,-5.982e-06,2.829e-06,3.829e-06,,,
,22.0,C,-2.753002,0.964505,-1.232375,1.3184e-05,1.2421e-05,5.28e-07,,,
,22.0,C,-3.270335,-0.318972,-1.076875,-3.495e-06,-1.9139e-05,-7.254e-06,,,
